condition_idx,identity,source_image,transformation,transformation_tier,transformation_category,detector_success,quality_flag_blur,quality_flag_low_light,quality_flag_noise,quality_flag_off_pose,quality_flag_small_face,quality_any_flag,quality_blur_var,quality_luma_mean,quality_noise_sigma,quality_pose_angle,quality_face_px,lbph_name,lbph_distance,lbph_margin,sface_name,sface_cosine,sface_l2,always_lbph_pred,always_lbph_correct,direct_sface_pred,direct_sface_correct,seq_cascade_pred,seq_cascade_correct,seq_cascade_reason,seq_cascade_sface_invoked,quality_only_pred,quality_only_correct,quality_only_reason,early_bypass_pred,early_bypass_correct,early_bypass_reason,early_bypass_routing_path,early_bypass_lbph_invoked,early_bypass_sface_invoked,latency_always_lbph_ms,latency_direct_sface_ms,latency_seq_cascade_ms,latency_quality_only_ms,latency_early_bypass_ms
58,Andrew_Eroyla,light_name.jpg,blur_3,light,Blur,True,True,False,False,False,False,True,252.928,107.61,0.619,3.93,81,Andrew_Eroyla,67.4603,0.1017,Andrew_Eroyla,0.8948,0.4588,Unknown,False,Andrew_Eroyla,True,Andrew_Eroyla,True,quality:blur,True,Andrew_Eroyla,True,quality_router_sface:blur,Andrew_Eroyla,True,quality:blur,quality_triggered_sface,False,True,4.88,11.311,15.913,10.22,10.467
59,Andrew_Eroyla,light_name.jpg,rot_270,heavy,Rotation,True,False,False,False,False,False,False,3954.88,106.93,5.757,11.73,69,Kim_Ivan_Arigorat,89.4779,0.0016,Unknown,0.1906,1.2723,Unknown,False,Unknown,False,Unknown,False,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Unknown,False,ambiguous_band,quality_clear_dual_sface,True,True,4.405,8.237,12.777,4.524,12.764
60,Andrew_Eroyla,light_name.jpg,rot_180,medium,Rotation,True,False,False,False,False,False,False,3954.88,106.93,5.757,5.58,78,Mary_Jade_Jakosalem,87.6897,0.0028,Unknown,0.1366,1.3141,Unknown,False,Unknown,False,Unknown,False,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Unknown,False,ambiguous_band,quality_clear_dual_sface,True,True,4.443,8.346,13.571,4.679,13.088
61,Andrew_Eroyla,light_name.jpg,rot_90,light,Rotation,False,False,False,False,False,False,False,,,,,,,,,,,,Unknown,False,Unknown,False,Unknown,False,detector_failure,False,Unknown,False,,Unknown,False,detector_failure,detector_failure,False,False,0.0,0.0,0.0,0.0,0.0
62,Andrew_Eroyla,light_name.jpg,rot_45,heavy,Simple rotation,True,False,False,False,False,False,False,2484.273,109.91,5.169,1.51,91,Kim_Ivan_Arigorat,89.6791,0.004,Unknown,0.2058,1.2603,Unknown,False,Unknown,False,Unknown,False,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Unknown,False,ambiguous_band,quality_clear_dual_sface,True,True,4.825,8.621,13.328,4.573,13.073
63,Andrew_Eroyla,light_name.jpg,rot_25,medium,Simple rotation,True,False,False,False,False,False,False,2085.577,111.9,4.241,6.2,92,Wilbert_Mijares,88.0085,0.0055,Andrew_Eroyla,0.6381,0.8508,Unknown,False,Andrew_Eroyla,True,Andrew_Eroyla,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Andrew_Eroyla,True,ambiguous_band,quality_clear_dual_sface,True,True,4.82,8.706,13.738,4.822,13.425
64,Andrew_Eroyla,light_name.jpg,rot_10,light,Simple rotation,True,False,False,False,False,False,False,1673.535,110.9,2.949,3.88,84,Andrew_Eroyla,72.5454,0.0819,Andrew_Eroyla,0.8753,0.4994,Unknown,False,Andrew_Eroyla,True,Andrew_Eroyla,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Andrew_Eroyla,True,ambiguous_band,quality_clear_dual_sface,True,True,5.008,9.959,14.08,4.821,13.045
65,Andrew_Eroyla,light_name.jpg,scale_50,heavy,Scaling,True,False,False,False,False,True,True,2194.377,108.3,4.329,5.31,42,Josh_Dane_Labistre,93.0868,0.0183,Andrew_Eroyla,0.8223,0.5962,Unknown,False,Andrew_Eroyla,True,Andrew_Eroyla,True,quality:small_face,True,Andrew_Eroyla,True,quality_router_sface:small_face,Andrew_Eroyla,True,quality:small_face,quality_triggered_sface,False,True,5.12,9.512,13.726,9.096,10.651
66,Andrew_Eroyla,light_name.jpg,scale_70,medium,Scaling,True,False,False,False,False,True,True,2992.57,105.77,4.347,1.87,60,Raean_Tamayo,85.4077,0.0072,Andrew_Eroyla,0.8432,0.56,Unknown,False,Andrew_Eroyla,True,Andrew_Eroyla,True,quality:small_face,True,Andrew_Eroyla,True,quality_router_sface:small_face,Andrew_Eroyla,True,quality:small_face,quality_triggered_sface,False,True,4.405,8.682,13.58,8.225,8.117
67,Andrew_Eroyla,light_name.jpg,scale_90,light,Scaling,True,False,False,False,False,False,False,3363.899,106.48,3.179,1.03,72,Andrew_Eroyla,71.9589,0.0605,Andrew_Eroyla,0.8782,0.4935,Unknown,False,Andrew_Eroyla,True,Andrew_Eroyla,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Andrew_Eroyla,True,ambiguous_band,quality_clear_dual_sface,True,True,4.55,8.127,12.71,4.7,12.464
68,Andrew_Eroyla,light_name.jpg,trans_30,heavy,Translation,True,False,False,False,False,False,False,1632.934,100.3,6.467,22.63,67,Raean_Tamayo,90.9215,0.0107,Andrew_Eroyla,0.7692,0.6794,Unknown,False,Andrew_Eroyla,True,Andrew_Eroyla,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Andrew_Eroyla,True,ambiguous_band,quality_clear_dual_sface,True,True,4.342,8.004,12.35,4.504,12.394
69,Andrew_Eroyla,light_name.jpg,trans_20,medium,Translation,True,False,False,False,False,False,False,1849.475,105.91,6.411,9.84,73,Julian_Diego_Mapa,88.6068,0.0073,Andrew_Eroyla,0.8163,0.6062,Unknown,False,Andrew_Eroyla,True,Andrew_Eroyla,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Andrew_Eroyla,True,ambiguous_band,quality_clear_dual_sface,True,True,4.39,9.357,13.322,4.584,13.456
70,Andrew_Eroyla,light_name.jpg,trans_10,light,Translation,True,False,False,False,False,False,False,1845.419,110.45,6.166,1.29,80,Norbert_Audines,84.0827,0.0155,Andrew_Eroyla,0.8687,0.5124,Unknown,False,Andrew_Eroyla,True,Andrew_Eroyla,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Andrew_Eroyla,True,ambiguous_band,quality_clear_dual_sface,True,True,4.883,8.87,14.628,5.246,13.759
71,Andrew_Eroyla,light_name.jpg,flip_lr,light,Flip,True,False,False,False,False,False,False,3954.88,106.93,5.757,1.28,83,Andrew_Eroyla,73.0185,0.0058,Andrew_Eroyla,0.895,0.4582,Unknown,False,Andrew_Eroyla,True,Andrew_Eroyla,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Andrew_Eroyla,True,ambiguous_band,quality_clear_dual_sface,True,True,4.98,8.708,13.791,6.695,13.524
72,Andrew_Eroyla,light_name.jpg,aspect_6_3,medium,Aspect ratio change,True,False,False,False,False,False,False,2144.578,107.07,1.257,4.45,80,Andrew_Eroyla,69.5216,0.0937,Andrew_Eroyla,0.879,0.492,Unknown,False,Andrew_Eroyla,True,Andrew_Eroyla,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Andrew_Eroyla,True,ambiguous_band,quality_clear_dual_sface,True,True,5.753,9.374,14.618,5.597,15.021
73,Andrew_Eroyla,light_name.jpg,aspect_16_9,light,Aspect ratio change,True,False,False,False,False,False,False,2216.857,106.82,1.402,4.6,80,Andrew_Eroyla,69.2488,0.0679,Andrew_Eroyla,0.8767,0.4965,Unknown,False,Andrew_Eroyla,True,Andrew_Eroyla,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Andrew_Eroyla,True,ambiguous_band,quality_clear_dual_sface,True,True,4.577,8.707,12.871,5.066,12.79
74,Andrew_Eroyla,light_name.jpg,crop_60,heavy,Crop,True,True,False,False,False,False,True,286.865,110.73,1.425,4.03,97,John_Roland_Octavio,77.9857,0.0054,Andrew_Eroyla,0.7628,0.6887,Unknown,False,Andrew_Eroyla,True,Andrew_Eroyla,True,quality:blur,True,Andrew_Eroyla,True,quality_router_sface:blur,Andrew_Eroyla,True,quality:blur,quality_triggered_sface,False,True,4.545,8.007,12.408,8.094,8.409
75,Andrew_Eroyla,light_name.jpg,crop_70,medium,Crop,True,True,False,False,False,False,True,393.546,110.02,1.738,4.16,96,John_Roland_Octavio,77.4482,0.0036,Andrew_Eroyla,0.8368,0.5714,Unknown,False,Andrew_Eroyla,True,Andrew_Eroyla,True,quality:blur,True,Andrew_Eroyla,True,quality_router_sface:blur,Andrew_Eroyla,True,quality:blur,quality_triggered_sface,False,True,4.35,8.007,14.074,8.391,8.524
76,Andrew_Eroyla,light_name.jpg,crop_90,light,Crop,True,False,False,False,False,False,False,653.885,108.6,2.311,3.19,81,John_Roland_Octavio,70.8167,0.0016,Andrew_Eroyla,0.876,0.4979,Unknown,False,Andrew_Eroyla,True,Andrew_Eroyla,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Andrew_Eroyla,True,ambiguous_band,quality_clear_dual_sface,True,True,4.462,9.064,13.39,5.194,13.031
77,Andrew_Eroyla,light_name.jpg,skew_10,heavy,Skew,True,False,False,False,False,False,False,2517.596,109.53,3.839,1.34,82,Andrew_Eroyla,69.4291,0.0813,Andrew_Eroyla,0.8778,0.4943,Unknown,False,Andrew_Eroyla,True,Andrew_Eroyla,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Andrew_Eroyla,True,ambiguous_band,quality_clear_dual_sface,True,True,4.653,8.735,13.359,4.656,14.216
78,Andrew_Eroyla,light_name.jpg,skew_6,medium,Skew,True,False,False,False,False,False,False,2411.229,108.75,3.75,3.63,83,Andrew_Eroyla,67.1716,0.0902,Andrew_Eroyla,0.8746,0.5008,Unknown,False,Andrew_Eroyla,True,Andrew_Eroyla,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Andrew_Eroyla,True,ambiguous_band,quality_clear_dual_sface,True,True,4.623,8.034,13.101,4.545,12.881
79,Andrew_Eroyla,light_name.jpg,skew_4,light,Skew,True,False,False,False,False,False,False,2441.841,108.31,3.79,3.94,83,Andrew_Eroyla,67.0815,0.1027,Andrew_Eroyla,0.8914,0.466,Unknown,False,Andrew_Eroyla,True,Andrew_Eroyla,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Andrew_Eroyla,True,ambiguous_band,quality_clear_dual_sface,True,True,4.332,8.384,13.551,4.49,12.487
80,Andrew_Eroyla,light_name.jpg,persp_10,heavy,Perspective,True,False,False,False,False,False,False,2141.661,106.16,2.826,0.27,73,Andrew_Eroyla,71.1946,0.0754,Andrew_Eroyla,0.8034,0.627,Unknown,False,Andrew_Eroyla,True,Andrew_Eroyla,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Andrew_Eroyla,True,ambiguous_band,quality_clear_dual_sface,True,True,4.36,8.003,13.313,6.772,13.697
81,Andrew_Eroyla,light_name.jpg,persp_6,medium,Perspective,True,False,False,False,False,False,False,2160.023,106.46,2.896,2.24,76,Andrew_Eroyla,66.9719,0.0884,Andrew_Eroyla,0.8731,0.5038,Andrew_Eroyla,True,Andrew_Eroyla,True,Andrew_Eroyla,True,confident_accept,False,Andrew_Eroyla,True,quality_router_lbph_accept,Andrew_Eroyla,True,confident_accept,quality_clear_lbph_terminal,True,False,4.535,8.815,4.707,4.542,4.673
82,Andrew_Eroyla,light_name.jpg,persp_4,light,Perspective,True,False,False,False,False,False,False,2191.044,106.95,2.939,0.13,76,Andrew_Eroyla,66.0814,0.1056,Andrew_Eroyla,0.8918,0.4651,Andrew_Eroyla,True,Andrew_Eroyla,True,Andrew_Eroyla,True,confident_accept,False,Andrew_Eroyla,True,quality_router_lbph_accept,Andrew_Eroyla,True,confident_accept,quality_clear_lbph_terminal,True,False,4.449,8.632,4.859,4.803,4.664
83,Anthony_Charles_Saltat,dark_name.jpg,brightness_p25,heavy,Brightness change,True,False,False,False,False,False,False,635.328,83.92,2.763,2.1,84,Anthony_Charles_Saltat,67.9992,0.0919,Anthony_Charles_Saltat,0.9167,0.4081,Unknown,False,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Anthony_Charles_Saltat,True,ambiguous_band,quality_clear_dual_sface,True,True,4.738,9.198,12.565,4.833,12.727
84,Anthony_Charles_Saltat,dark_name.jpg,brightness_p20,medium,Brightness change,True,True,False,False,False,False,True,585.393,80.55,2.647,2.06,84,Anthony_Charles_Saltat,67.3649,0.0845,Anthony_Charles_Saltat,0.9149,0.4127,Unknown,False,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,quality:blur,True,Anthony_Charles_Saltat,True,quality_router_sface:blur,Anthony_Charles_Saltat,True,quality:blur,quality_triggered_sface,False,True,4.764,9.091,13.595,8.82,8.614
85,Anthony_Charles_Saltat,dark_name.jpg,brightness_p10,light,Brightness change,True,True,False,False,False,False,True,492.688,73.77,2.424,1.99,85,Anthony_Charles_Saltat,66.7494,0.1013,Anthony_Charles_Saltat,0.9146,0.4132,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,quality:blur,True,Anthony_Charles_Saltat,True,quality_router_sface:blur,Anthony_Charles_Saltat,True,quality:blur,quality_triggered_sface,False,True,4.432,8.141,13.284,8.788,8.829
86,Anthony_Charles_Saltat,dark_name.jpg,monochrome,light,Colour to monochrome,True,True,False,False,False,False,True,405.367,67.43,2.171,1.07,86,Anthony_Charles_Saltat,67.2122,0.0931,Anthony_Charles_Saltat,0.8919,0.4651,Unknown,False,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,quality:blur,True,Anthony_Charles_Saltat,True,quality_router_sface:blur,Anthony_Charles_Saltat,True,quality:blur,quality_triggered_sface,False,True,4.492,8.555,13.914,8.557,8.372
87,Anthony_Charles_Saltat,dark_name.jpg,jpeg_q30,heavy,JPEG compression,True,True,False,False,False,False,True,178.212,67.42,0.672,1.87,85,Anthony_Charles_Saltat,72.8206,0.035,Anthony_Charles_Saltat,0.8621,0.5253,Unknown,False,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,quality:blur,True,Anthony_Charles_Saltat,True,quality_router_sface:blur,Anthony_Charles_Saltat,True,quality:blur,quality_triggered_sface,False,True,4.549,8.668,13.063,8.633,9.041
88,Anthony_Charles_Saltat,dark_name.jpg,jpeg_q60,medium,JPEG compression,True,True,False,False,False,False,True,250.923,67.4,0.945,2.16,83,Anthony_Charles_Saltat,69.5008,0.0798,Anthony_Charles_Saltat,0.9067,0.432,Unknown,False,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,quality:blur,True,Anthony_Charles_Saltat,True,quality_router_sface:blur,Anthony_Charles_Saltat,True,quality:blur,quality_triggered_sface,False,True,4.654,8.604,12.983,8.666,8.55
89,Anthony_Charles_Saltat,dark_name.jpg,jpeg_q80,light,JPEG compression,True,True,False,False,False,False,True,332.255,67.46,1.366,2.24,83,Anthony_Charles_Saltat,68.4478,0.0865,Anthony_Charles_Saltat,0.925,0.3873,Unknown,False,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,quality:blur,True,Anthony_Charles_Saltat,True,quality_router_sface:blur,Anthony_Charles_Saltat,True,quality:blur,quality_triggered_sface,False,True,5.922,8.55,13.891,9.037,9.298
90,Anthony_Charles_Saltat,dark_name.jpg,color_8bit,medium,Colour reduction,True,False,False,False,False,False,False,884.559,66.69,3.462,0.75,82,Anthony_Charles_Saltat,85.8026,0.0099,Anthony_Charles_Saltat,0.5491,0.9497,Unknown,False,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Anthony_Charles_Saltat,True,ambiguous_band,quality_clear_dual_sface,True,True,4.792,8.237,13.329,4.672,12.833
91,Anthony_Charles_Saltat,dark_name.jpg,rgb565,light,Colour reduction,True,True,False,False,False,False,True,425.23,66.95,2.524,1.92,85,Anthony_Charles_Saltat,68.1341,0.0646,Anthony_Charles_Saltat,0.9193,0.4018,Unknown,False,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,quality:blur,True,Anthony_Charles_Saltat,True,quality_router_sface:blur,Anthony_Charles_Saltat,True,quality:blur,quality_triggered_sface,False,True,4.871,9.424,16.627,9.495,9.131
92,Anthony_Charles_Saltat,dark_name.jpg,gaussnoise_12,heavy,Gaussian noise,True,False,False,True,False,False,True,1645.251,66.9,8.782,1.64,89,Norbert_Audines,74.3159,0.0005,Anthony_Charles_Saltat,0.7937,0.6424,Unknown,False,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,quality:noise,True,Anthony_Charles_Saltat,True,quality_router_sface:noise,Anthony_Charles_Saltat,True,quality:noise,quality_triggered_sface,False,True,5.359,8.914,13.914,8.863,8.899
93,Anthony_Charles_Saltat,dark_name.jpg,gaussnoise_8,medium,Gaussian noise,True,False,False,False,False,False,False,941.738,67.01,6.18,1.88,86,Francis_Cromwell_Tan,74.4591,0.0006,Anthony_Charles_Saltat,0.88,0.49,Unknown,False,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Anthony_Charles_Saltat,True,ambiguous_band,quality_clear_dual_sface,True,True,4.712,8.336,12.698,4.509,12.673
94,Anthony_Charles_Saltat,dark_name.jpg,gaussnoise_4,light,Gaussian noise,True,True,False,False,False,False,True,553.289,66.97,3.948,2.03,85,Anthony_Charles_Saltat,68.8823,0.0461,Anthony_Charles_Saltat,0.904,0.4382,Unknown,False,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,quality:blur,True,Anthony_Charles_Saltat,True,quality_router_sface:blur,Anthony_Charles_Saltat,True,quality:blur,quality_triggered_sface,False,True,4.531,8.768,13.162,8.975,9.18
95,Anthony_Charles_Saltat,dark_name.jpg,histeq,light,Histogram equalization,True,False,False,False,False,False,False,2675.843,128.91,5.901,5.75,88,Anthony_Charles_Saltat,68.9447,0.0793,Anthony_Charles_Saltat,0.8548,0.5389,Unknown,False,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Anthony_Charles_Saltat,True,ambiguous_band,quality_clear_dual_sface,True,True,4.446,8.271,12.938,5.085,14.086
96,Anthony_Charles_Saltat,dark_name.jpg,autolevel,light,Auto-levels,True,False,False,False,False,False,False,1303.664,114.96,3.936,1.95,84,Anthony_Charles_Saltat,67.8866,0.0893,Anthony_Charles_Saltat,0.9193,0.4018,Unknown,False,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Anthony_Charles_Saltat,True,ambiguous_band,quality_clear_dual_sface,True,True,4.874,8.705,14.644,5.074,13.773
97,Anthony_Charles_Saltat,dark_name.jpg,blur_7,heavy,Blur,True,True,False,False,False,False,True,9.941,67.39,0.329,1.84,84,Anthony_Charles_Saltat,75.3701,0.0893,Anthony_Charles_Saltat,0.8812,0.4874,Unknown,False,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,quality:blur,True,Anthony_Charles_Saltat,True,quality_router_sface:blur,Anthony_Charles_Saltat,True,quality:blur,quality_triggered_sface,False,True,4.536,8.258,12.641,10.603,8.632
98,Anthony_Charles_Saltat,dark_name.jpg,blur_5,medium,Blur,True,True,False,False,False,False,True,19.46,67.41,0.352,1.92,84,Anthony_Charles_Saltat,69.3837,0.1383,Anthony_Charles_Saltat,0.8988,0.45,Unknown,False,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,quality:blur,True,Anthony_Charles_Saltat,True,quality_router_sface:blur,Anthony_Charles_Saltat,True,quality:blur,quality_triggered_sface,False,True,4.552,8.306,12.562,8.882,8.579
99,Anthony_Charles_Saltat,dark_name.jpg,blur_3,light,Blur,True,True,False,False,False,False,True,39.901,67.44,0.426,1.96,85,Anthony_Charles_Saltat,66.8633,0.1407,Anthony_Charles_Saltat,0.909,0.4267,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,quality:blur,True,Anthony_Charles_Saltat,True,quality_router_sface:blur,Anthony_Charles_Saltat,True,quality:blur,quality_triggered_sface,False,True,4.567,8.082,12.969,8.523,8.315
100,Anthony_Charles_Saltat,dark_name.jpg,rot_270,heavy,Rotation,True,True,False,False,False,False,True,405.367,67.43,2.171,4.83,64,Andrew_Eroyla,96.9239,0.0033,Unknown,0.2372,1.2352,Unknown,False,Unknown,False,Unknown,False,quality:blur,True,Unknown,False,quality_router_sface:blur,Unknown,False,quality:blur,quality_triggered_sface,False,True,4.466,9.441,12.965,8.507,8.35
101,Anthony_Charles_Saltat,dark_name.jpg,rot_180,medium,Rotation,True,True,False,False,False,False,True,405.367,67.43,2.171,12.89,89,John_Andrei_Gayona,91.6936,0.005,Unknown,0.1949,1.2689,Unknown,False,Unknown,False,Unknown,False,quality:blur,True,Unknown,False,quality_router_sface:blur,Unknown,False,quality:blur,quality_triggered_sface,False,True,4.499,8.046,13.555,8.45,9.267
102,Anthony_Charles_Saltat,dark_name.jpg,rot_90,light,Rotation,True,True,False,False,False,False,True,405.367,67.43,2.171,19.17,66,Lorenz_Ciocon,95.9195,0.016,Unknown,0.1585,1.2973,Unknown,False,Unknown,False,Unknown,False,quality:blur,True,Unknown,False,quality_router_sface:blur,Unknown,False,quality:blur,quality_triggered_sface,False,True,4.417,8.086,12.373,8.457,8.362
103,Anthony_Charles_Saltat,dark_name.jpg,rot_45,heavy,Simple rotation,True,True,False,False,False,False,True,148.076,68.23,1.478,7.51,90,Francis_Cromwell_Tan,90.3229,0.0069,Unknown,0.4598,1.0394,Unknown,False,Unknown,False,Unknown,False,quality:blur,True,Unknown,False,quality_router_sface:blur,Unknown,False,quality:blur,quality_triggered_sface,False,True,4.607,8.212,12.379,9.249,8.208
104,Anthony_Charles_Saltat,dark_name.jpg,rot_25,medium,Simple rotation,True,True,False,False,False,False,True,173.699,68.43,1.484,3.46,84,Kim_Ivan_Arigorat,88.5396,0.0055,Anthony_Charles_Saltat,0.7327,0.7311,Unknown,False,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,quality:blur,True,Anthony_Charles_Saltat,True,quality_router_sface:blur,Anthony_Charles_Saltat,True,quality:blur,quality_triggered_sface,False,True,4.376,8.191,12.594,9.536,8.296
105,Anthony_Charles_Saltat,dark_name.jpg,rot_10,light,Simple rotation,True,True,False,False,False,False,True,172.041,68.54,1.211,2.1,83,Francis_Cromwell_Tan,71.7316,0.0363,Anthony_Charles_Saltat,0.8907,0.4675,Unknown,False,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,quality:blur,True,Anthony_Charles_Saltat,True,quality_router_sface:blur,Anthony_Charles_Saltat,True,quality:blur,quality_triggered_sface,False,True,4.386,7.762,12.641,8.487,8.245
106,Anthony_Charles_Saltat,dark_name.jpg,scale_50,heavy,Scaling,True,True,False,False,False,True,True,464.989,67.34,2.166,6.84,42,John_Roland_Octavio,94.3,0.0142,Anthony_Charles_Saltat,0.7809,0.662,Unknown,False,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,"quality:blur,small_face",True,Anthony_Charles_Saltat,True,"quality_router_sface:blur,small_face",Anthony_Charles_Saltat,True,"quality:blur,small_face",quality_triggered_sface,False,True,4.568,8.193,13.931,8.452,8.424
107,Anthony_Charles_Saltat,dark_name.jpg,scale_70,medium,Scaling,True,True,False,False,False,True,True,406.073,67.38,2.103,3.75,56,Joseph_Andrew_Ong,93.1317,0.0008,Anthony_Charles_Saltat,0.8171,0.6049,Unknown,False,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,"quality:blur,small_face",True,Anthony_Charles_Saltat,True,"quality_router_sface:blur,small_face",Anthony_Charles_Saltat,True,"quality:blur,small_face",quality_triggered_sface,False,True,4.425,8.347,13.311,8.385,8.266
108,Anthony_Charles_Saltat,dark_name.jpg,scale_90,light,Scaling,True,True,False,False,False,False,True,255.728,68.47,1.424,2.36,74,Anthony_Charles_Saltat,64.5333,0.1618,Anthony_Charles_Saltat,0.8739,0.5021,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,Anthony_Charles_Saltat,True,quality:blur,True,Anthony_Charles_Saltat,True,quality_router_sface:blur,Anthony_Charles_Saltat,True,quality:blur,quality_triggered_sface,False,True,5.076,9.249,14.401,9.324,10.434
